ore_studio,punteggio_esame
19.33,134.66
2.89,57.25
19.8,131.49
6.3,72.33
10.54,93.73
7.16,77.04
15.46,119.32
4.09,61.38
1.91,57.59
4.85,64.39
2.67,51.68
8.1,83.18
13.09,109.41
14.67,118.88
7.01,72.3
15.17,113.5
1.5,42.57
19.51,132.75
10.63,88.4
8.83,83.36
17.77,125.81
17.71,121.9
6.14,69.86
8.8,86.56
15.63,119.65
4.23,67.25
9.02,87.14
12.35,96.86
19.26,128.51
14.78,115.28
9.35,93.85
17.69,121.84
2,47.13
4.9,71.07
15.09,114.64
15.2,119.32
8.62,86.08
19.93,134.63
15.74,114.69
3.7,62.74
7.91,80.62
9.94,87.75
18.42,126.85
12.54,105.44
7.76,81.37
11.66,103.53
4.47,61.01
15.75,115.66
14.69,108.27
13.21,104
15.37,114.14
4.05,68.16
8.81,84.4
14.89,115.91
7.2,77.23
5.8,65.59
10.17,90.44
19.9,136.88
5.49,63.92
18.93,129.52
8.62,83.78
11.89,93.37
9.51,86.32
5.74,70.03
4.06,57.42
14.57,109.25
7,70.85
7.75,72.46
5.15,63.32
5.19,60
4.35,68.13
19.36,141.33
5.45,65.31
4.98,61.02
15.2,117.08
19.5,135.47
12.96,98.2
4.54,66.7
7.48,71.49
9.26,84.74
19.19,130.51
9.11,87.74
17.9,126.17
17.41,129.47
2.58,57.89
13.86,115.41
15.87,120.3
16.83,117.19
4.38,66.34
4.04,68.09
10.87,101.13
17.97,133.93
11.01,88.32
18.15,125.12
4.21,64.72
16.15,124.86
3.78,56.1
7.94,86.31
13.3,108.53
1.85,56.17
5.12,62.2
8.45,80.59
16.29,125.67
14.94,120.67
7.23,75.37
9.94,96.46
7.2,79.45
14.82,116.7
11.12,96.26
6.76,68.82
9.44,85.96
3.5,55.99
5.14,72.58
14.15,106.56
9.84,95.11
2.67,57.61
15.94,113.76
14.99,118.9
3,52.9
17.63,123.61
3.86,64.74
7.51,81.16
13.22,104.17
7.21,70.36
1.73,46.02
1.89,56.13
17.74,133.31
11.61,92.84
3.18,51.25
3.81,55.56
18.49,123.84
1.16,46.05
18.28,131.85
3.99,57.42
15.27,108.63
16.08,124.29
11.73,95.74
11.57,94.41
13.36,111.32
8.09,82.03
8.41,87.33
17.53,119.45
8.53,85.11
11.03,91.04
5.43,64.48
1.99,54.83
6.58,67.16
13.37,111.34
13.5,100.21
4.43,60.13
1.2,42.86
7.7,84.65
18.92,129.12
9.91,85.86
5.36,60.79
8.11,86.48
17.84,132.69
12.18,95.04
3.12,57.74
16.54,122.25
9.03,91.23
6.73,75.36
11.81,95.25
14.08,113.93
2.1,45.92
8.8,88.04
7.76,75.11
15.15,119.52
3.14,60.3
1.33,51.28
19.37,139.99
13.67,104.8
15.78,123.67
2.8,58
7.66,75.79
11.17,95.44
19.71,136.16
8.06,84.91
9.25,79.61
12.8,105.71
2.64,60.22
11.07,95.51
9.8,87.72
10.29,89.61
7.67,83.92
14.6,109.47
3.86,62.24
8.89,89.87
6.13,66.36
7.85,76.84
13.15,100.1
3.15,58.27
13.85,103.51
6.99,69.16
6.29,76.88
15.77,119.58
13.83,102.53
6.67,72.12
5.01,67.63
9.26,85.92
8.43,83.74
13.48,102.44
15.69,119.12
12.63,102.03
10.89,101.23
9.27,87
14.48,105.13
6.97,78.16
14.39,105.5
15.52,115.76
4.73,62.81
6.97,78.33
14.47,112.18
11.55,92.15
13.92,106.36
15.4,113.71
8.94,88.5
10.7,86.45
11.05,92.93
2.5,56.34
13.17,103.51
9.49,94.48
10.37,92.73
5.36,73.79
14.92,111.91
18.64,133.94
19.68,135.03
5.12,68.2
1.47,50.89
5.11,68.67
3.97,63.59
19.3,134.74
2.31,47.42
10.98,100.54
16.5,119.74
9.83,94.43
14.18,110.8
12.4,98.51
3.41,64.26
6.25,74.56
17.61,132.2
12.31,106.79
3.65,64.63
6.68,79.31
8.86,78.02
6.25,76.59
3.41,57.83
17.77,130.38
9.3,82.92
11.05,96.6
14.98,114.21
5.68,65.36
14.25,105.95
4.4,56.59
19.06,139.84
4.85,66.47
14.26,110.49
3.47,63.34
17.48,130.69
4.81,68.66
12.76,108.45
16.37,121
6.37,66.81
13.88,101.74
2.24,55.4
18.58,128.27
2.76,56.94
14.86,114.92
12.83,101.05
11.38,102
10.62,88.19
2.58,55.1
5.27,72.7
10.08,92.72
2.4,54.09
8.44,79.66
7.42,79.54
19.32,137
10.85,95.79
16.91,125.48
19.1,138.83
14.27,112.95
8.48,85.88
1.89,54.2
8.44,81.17
3.68,59.58
11.27,98.42
7.08,79.58
18.64,133.63
4.04,56.2
7.96,77.64
4.23,59.54
5.18,62.94
19.47,130.38
18.7,135.48
4.39,59.55
11.43,90.83
8.76,90.97
17.14,117.49
4.06,68.33
17.75,124.01
10.17,91.33
1.02,43.4
13.25,107.61
15.01,111.29
6.26,71.5
2.1,54.39
13.55,104.88
17.51,131.62
3.65,64.97
16.61,126.8
17.07,125.11
15.41,115.69
4.71,71.57
8.11,85.16
17.35,126.84
18.53,125.99
4.16,64.82
1.77,48.02
3.21,63.26
1.59,45.65
10.63,91.89
4.11,57.84
16.53,124.99
16.98,121.27
17.18,129.58
14.17,115.54
6.94,78.95
18.83,127.92
15.75,123.87
12.11,100.72
15.52,117.37
6.64,75.84
17.47,128.63
1.27,54.25
3.33,58.74
13.23,107.83
3.02,53.35
8.64,87.16
9.03,87.43
13.26,107.14
11.88,92.41
5.79,69.61
8.24,76.42
18.09,123.81
9.49,89.3
16.21,124.47
7.02,76.74
15.07,117.98
7.39,73.86
10.12,94.68
8.2,85.4
17.37,129.85
18.29,134.21
4.7,60.46
2.63,59.92
15.15,109.79
17.02,121.68
8.76,89.71
4.41,60.72
18.17,125.31
2.53,51.68
1.85,49.65
16.08,114.26
18.91,138.39
8.73,77.91
4.79,61.07
18.64,126.25
9.08,88.85
7.28,74.77
13.66,109.11
5.66,63.32
11.54,101.65
6.39,77.48
6.23,65.64
4.17,58.12
13.7,103.18
3.46,63.58
1.83,45.99
6.63,74.52
11.37,101.48
19.73,142.85
3.59,54.96
3.72,57.6
11.02,92.82
7.82,82.05
13.23,100.9
4.17,64.23
9.43,91.57
12.24,100.77
4.21,61.89
3.43,65.12
7.89,81.79
12.84,104.27
5.31,61.72
15.34,119.98
3.76,64.01
2.15,53.88
9.73,86.38
14.74,112.17
16.46,121.19
11.71,93.37
13.52,103.11
18.97,136.85
14.94,117.63
11.33,94.33
12.54,100.3
4.36,56
12.58,97.43
4.23,58.62
14.8,111.12
18.63,134.6
6.49,69.89
14.23,115.53
11.23,101.44
14.22,114.28
8.29,88.02
2.76,56.93
18.96,129.71
10.57,90.65
14.31,113.97
19.87,136.57
6.97,76.05
15.37,122.69
10.21,85.73
19.16,130.98
8.18,78.21
8.65,88.59
10.1,87.14
1.69,50.42
19.01,137.11
8.93,90.35
16.01,115.55
13.74,107.12
9.37,92.52
12.25,95.09
11.86,92.97
17.58,130.92
5.07,66.04
13.07,110.21
10.83,99.34
15.16,115.72
14.68,109.45
12.26,101.47
4.23,56.9
6.74,72.58
9.82,89.33
11.88,100.49
1.72,57.01
12.41,101.54
15.9,123.71
15.98,118.1
11.03,96.26
4.66,65.36
9.29,83.54
18.34,135.8
14.09,111.41
17.73,126.67
19.9,143.88
15.08,119.52
15.63,117.94
16.05,115.64
2.29,50.02
4.29,55.91
12.14,100.23
15.53,112.18
7.08,70.85
10.51,94.85
14.39,110.76
1.79,54.4
6.92,78.03
1.29,48.72
9.27,85.84
6.36,78.06
3.8,53.4
18.47,133.31
13.14,108.49
17.81,120.75
18.9,138.57
11.63,97.97
7.58,72.77
12.82,102.47
2.8,58.01
19.31,137.88
4.59,61.25
12.13,100.63
8.12,75.73
14.24,110.53
13.24,103.38
9.52,84.42
16.68,119.52
1.5,51.13
2.75,50.61
1.68,50.35
9.99,95.04
8.61,86.07
13.98,115.67
5,67.86
17.29,128.03
5.56,67.07
1.41,42.18
2.34,59.72
7.93,81.27
1.76,55.36
13.49,102.26
9.68,88.71
8.22,86.75
15.98,113.14
8.53,86.58
15.8,119.79
5.77,65.85
14.16,109.61
8.88,80.12
3.78,63.76
2.17,53.23
5.2,62.26
4.72,57.94
16.55,117.35
5.21,70.56
9.67,93.01
6.12,74.49
19.28,128.95
17.45,130.46
15.48,112.65
15.66,121.49
14.79,109.73
2.28,56.38
15.46,109.28
16.44,123.55
12.83,100.22
17.39,127.87
12.9,101.92
13.53,100.23
5.37,66.58
2.71,61.17
13.99,115.99
14.83,115.04
4.74,71.51
1.76,50.08
7.27,83.48
8.44,75.68
11.76,95.83
18.44,134.78
5.92,73.43
12.41,99.52
8.84,78.99
3.27,59.93
1.06,40.33
6.92,70.56
15.92,121.91
7.02,70.06
16.01,113.81
14.93,113.06
19.48,137.54
7.91,76.02
14.37,117.74
8.28,81.09
2.31,55.9
1.05,46.02
4.16,59.12
19.17,139.83
17.44,129.96
8.49,79.53
14.83,119.7
1.11,54.18
1.78,49.06
9.61,92.59
4.24,60.36
9.36,88.8
13.89,102.9
1,48.67
18.55,134.29
16.69,123.59
2.53,52.32
14.73,109.55
16.07,122
10.68,86.39
18.29,127.59
19.09,132.05
1.06,51.11
11.43,95.55
13.03,105.17
5.79,67.52
11.4,103.46
9.65,88.23
6.35,77
16.5,120.18
17.27,123.98
15.3,113.11
10.97,91.5
13.98,111.23
15.76,112.93
7.55,73.45
2,48.11
15.48,109.83
17.37,130.07
14.29,113.78
6.21,70.63
13.73,108.3
19.48,137.13
16.93,119.83
7.24,82.08
8.25,80.84
4.78,59.01
3.83,65.87
8.68,82.09
14.16,110.01
2.57,49.59
19.97,141.75
8.18,82.16
10.41,90.41
4.09,57.8
4.23,64.45
15.37,112.08
17.48,131.57
16.7,117.03
2.97,49.66
18.89,136.96
19.42,137.68
10.02,88.78
19.13,139.79
16.21,122.53
15.48,115.09
1.08,46.5
9.75,84.25
11.42,101.52
11,98.28
12.31,105.9
12.91,100.81
19.04,129.87
4.92,67.34
16.48,123.49
5.12,71
16.65,124.17
11.58,94.03
1.69,56.28
2.15,51.94
17.55,122
3.02,58.01
4.1,55.44
4.3,63.27
16.3,115.12
18.73,132.82
13.82,106.03
14.08,103.6
16.22,122.85
5.82,69.65
19.53,137.56
12.36,101.46
5.83,63.25
16.62,120.73
2.21,59.07
6.96,81.84
17.22,130.44
3.71,66.16
10.68,89.83
1.65,56.57
19.38,128.64
10.43,91.05
15.17,109.43
18.6,137.16
7.41,83.28
15.79,123.54
13.74,110.45
3.26,63.11
2.73,61.74
3.81,62
11.74,98.56
10.72,89.29
2.21,57.87
10.35,98.08
7.1,77.53
8.44,81.72
9.2,88.47
14.3,104.56
19.63,134.32
17.45,119.87
13.58,101.88
15.29,122.29
12.27,104.41
3.02,58.33
15.64,111.93
12.78,101.76
8.18,80.06
8.72,82.6
17.97,123.15
19.58,139.72
4.87,71.23
1.91,55.62
4.3,64.21
14.9,111.41
8.23,74.88
19.72,132.52
19.21,136.46
7.67,78.04
15.5,110.05
7.44,74.87
6.83,76.45
1.51,48
4.15,58.24
14.34,106.38
16.48,124.66
12.93,99.44
2.74,52.07
5.91,75.37
15.19,108.13
10.13,87.67
15.7,121.76
14.6,109.83
10.23,95.98
19.12,135.52
11.05,88.46
1.93,49.04
6.56,67.48
17.35,125.61
9.02,82.88
2.08,52.08
8.16,85.57
13.77,109.43
5.7,62.88
14.91,109.52
6.35,72.81
11.28,89.67
16.53,117.2
9.39,92.92
12.09,93.36
3.68,60.11
11.76,97.5
18.5,125.32
18.07,130.75
7,78.38
9.89,93.6
2.56,58
4.94,64.46
11.32,90.92
5.97,74.89
12.99,103.23
10.29,88.55
4.98,71.3
19.93,136.79
10.51,96.18
13.68,108.2
14.27,114.78
17.73,123.6
2.78,60.03
17.58,119.48
6.53,67.01
9.59,88.24
7.48,81.08
1.23,50.08
17.67,125.87
2.01,51.02
11.82,104.53
13.46,99.82
10.22,87.79
12.85,104
4.48,57.91
5.42,71.69
12.66,105.96
16.28,123.55
4.02,63.34
11.3,94.09
8.35,86.6
7.68,73.66
7.69,79.66
11.93,101.71
10.79,99.47
17.48,120.87
12.7,96.17
13.31,111.07
2.35,56.84
16.97,119.73
14.93,114.04
17.19,118.65
2.48,49.96
19.95,136.94
4.05,62.27
16.43,118.94
18.25,128.47
19.46,128.97
12.1,104.24
15.4,117.48
10.46,92.52
6.33,69.14
6.52,79.39
18.29,130.79
8.09,74.7
12.71,97.54
7.6,72.07
4.36,68.46
10.21,95.74
9.54,82.7
12.33,100.92
4.14,58.71
17.38,123.61
18.98,132.04
9.77,87.5
10.51,94.19
2.38,59.23
4.7,64.76
11.81,102.57
9.8,86.85
10.51,86.07
15.22,114.42
4.34,56.31
18.78,133.82
9.22,90.33
10.07,95.76
8.92,80.76
13.59,111.6
19.22,132.18
14.99,109.99
7.85,82.41
16.6,127.11
14.05,107.43
16.99,128.04
17.67,127.29
18.26,135.64
6.03,73.7
17.39,123.22
7.11,73.08
18.79,134.81
14.69,118.37
14.8,106.31
1.52,48.38
18.93,129.01
12.65,98.22
13.01,99.15
12.62,101.27
16.51,122.51
19.88,141.07
15.82,116.45
2.84,49.89
9.05,86.55
4.45,58.53
8.85,85.88
16.99,129.92
2.21,53.24
7.71,81.88
4.23,57
6.38,75.89
5.29,64.26
18.88,136.92
15.27,116.81
10.43,94.15
13.55,113.17
17.1,126.59
18.05,131.53
11.66,94.03
15.54,110.57
9.91,92.31
13.94,113.66
15.15,116.29
6.35,74.66
11.19,92.56
3.07,50.42
10.42,93.1
6.79,71.04
15.49,114.02
1.74,56.09
5.78,75.73
12.52,97.21
6.82,72.06
8.77,84.07
2.07,53.14
6.1,73.9
1.94,54.62
15.75,116.52
19.87,133.23
13,104.38
13.93,107.35
4.28,68.47
9.13,83.39
11.53,103.36
12.42,108.56
6.13,64.81
2.26,47.76
19.7,136.08
13.02,104.27
17.31,128.89
16.64,125.35
17.06,120.15
11.38,101.3
13.11,104.71
10.56,86.68
5.43,69.01
8.57,82.6
7.08,70.83
6.62,70.02
18.58,133.11
13.97,104.47
1.89,54.24
2.56,55.17
4.86,60.21
6.51,75.76
3.24,61.71
11.52,92.41
19.76,130.23
6.47,75.68
1.59,55.54
3.72,66.09
6.41,70.98
10.62,93.41
16.87,120.55
15.62,116.06
19.02,129.03
18.79,130.53
16.18,120.2
8.51,88.23
15.25,114.16
18.98,126.28
8.35,76.61
8.5,77.64
15.49,121.99
6.81,69.59
11.46,95.62
14.96,120.09
2.18,51.61
1.43,45.87
7.33,76.15
19.46,141.96
14.9,119.75
19.9,134.47
15.92,122.06
2.02,47.04
4.6,65.78
9.97,86.22
4.67,64.56
18.96,138.85
16.56,117.43
7.32,72.35
12.76,101.15
2.02,53.02
18.46,127.92
4.23,56.06
15.36,117.32
10.07,93.9
19.26,137.87
4.67,66.86
2.76,54.61
2.12,57.36
4.14,55.17
18.89,136.31
8.47,76.58
5.9,72.09
8.25,86
16.33,125.63
10.25,97.71
16.73,126.3
6.47,73.57
8.11,85.17
8.08,78.53
7.01,77.17
18.12,135.52
11.85,98.87
13.06,103.98
7.96,85
8.58,89.35
12.99,105.88
4.24,56.86
16.91,119.93
5.81,64.23
17.48,126.56
5.43,63.97
15.04,118.63
13.9,111.47
6,65.78
15.87,115.6
19.44,131.57
8.48,82.72
17.53,130.88
3.95,58.7
17.77,124.81
14.09,112.54
1.41,48.31
1.73,46.59
13.22,108.86
16.5,127.54
7.82,80.6
15.52,120.74
8.98,83.31
13.95,107.23
13.71,105.27
18.33,130.36
8.12,77.11
17.34,128.76
11.15,101.29
5.27,67.05
9.93,95.83
18.36,132.51
16.11,121.49
16.9,120.46
2.65,59.48
1.55,53.58
16.72,122.31
16.49,117.58
9.74,89.13
19.27,130.02
12.91,100.1
1.29,44.23
18.44,124.43
6.67,75.95
14.54,105.96
5.6,61.96
18.88,135.67
1.55,45.08
16.95,118.17
14.95,113.22
1.63,46.19
9.17,86.76
10.92,87.61
19.05,137.51
8.58,86.65
6.01,74.02
8.1,79.31
13.82,113.91
9.37,81.87
6.42,74.17
5.87,75.16
9.26,90.63
2.23,46.61
2.29,54.95
5.63,68.93
5.32,61.73
16.2,119.96
3.57,61.5
8.53,88.94
11.61,97.22
14.88,118.89
8.81,86.39
7.67,85.56
16.23,117.77
5.52,71.28
19.54,136.89
14.66,117.58
17.31,125.33
11.64,101.84
3.71,58.65
6.69,80.95
3.68,64.43
4.01,56.01
16.93,117.69
3.01,52.42
17.36,119.07
18.13,124.86
6.79,76.02
4.86,69.76
13.05,106.17
2.09,57.83
2.97,49.95
7.81,85.34
8.52,84.09
2.92,49.96
9.43,93.27
10.56,92.63
12.94,106.26
7.33,76.15
16.43,118.44
1.18,54.24
18.19,123.91
6.94,72.82
18.55,127.51
15.77,115.53
15.07,121.21
2.9,60.52
19.6,143
3.58,65.03
15.41,111.61
6.97,75.43
5.53,69.93
11.53,97.88
4.24,65.38
1.02,49.12
18.21,127.08
4.22,61.5
11.74,104.89
7.02,72.57
7.17,73.2
3.36,60.38
1.28,42.09
1.37,46.92
10.34,97.36
14.56,118
10.24,88.09
15.8,111.55
17.61,131.66
7.72,75.96
11.95,99.16
6.56,79.9
11.41,98.57
7.67,72.2
11.38,99.4
5.17,66.63
13.24,103.67
10.43,92.01
13.93,111.36
18.54,129.62
3.07,61.05
9.74,84.28
19,134.35
1.55,43.68
15.71,113.02
1.13,47.72
19.69,139.09
16.05,116.91
15.16,111.04
1.44,45.27
8.22,76.68
6.34,76.08
2.81,51.96
7.68,75.03
6.49,79.17
8.05,82.17
17.65,122.83
9.43,94.22
7.41,78.63
11.43,95.01
9.41,80.6
16.62,124.73
17.29,122.19
11.17,99.03
2.57,56.93
7.77,82.81
9.1,92.21
14.56,109.08
19.41,137.2
7.63,83.73
14.68,108.17
8.15,82.73
8.94,80.63
9.33,92
13.93,109.03
15.8,111.3
9.71,94.01
6.91,81.21
19.84,138.47
1.24,54.29
14.72,106.18
5.28,65.49
17.58,126.44
13.98,111.81
13.08,102
7.68,72.82
4.44,57.78
8.7,89.62
18.76,129.06
18.49,129.86
16.74,121.04
3.11,58.61
10.15,87.25
4.57,69.67
10.64,87.02
4.18,64.43
8.69,88.72
4.97,59.4
14.99,119.83
6.85,80.83
11.32,103.01
9.09,80.48
4.96,66.75
8.18,87.05
4.93,66.71
2.31,52.48
9.77,82.47
17.92,121.82
5.72,71.55
8.03,73.71
17.25,125.13
8.51,82.58
9.55,84.07
12.15,105.27
17.35,120.08
13.54,105.12
5.13,65.88
16.96,130.3
13.64,110.95
13.67,112.95
12.26,102.96
15.56,121.48
2.69,61.38
8.89,86.94
11.92,100.75
19.6,132.5
16.44,114.01
11.36,101.65
15.33,119.16
7.53,71.73
18.45,134.89
15.53,120.46
5.99,70.79
2.28,49.13
15.13,108.77
2.85,62.6
1.54,51.1
12.36,103.34
1.89,50.83
18.82,127.31
7.7,81.51
7.41,74.13
10.24,95.84
18.48,126.39
16.08,119.86
4.16,68.59
8.81,83
12.4,98.98
7.85,86
15.88,111.99
19.32,131.49
19.04,130.82
1.53,43.92
17.21,118.33
10.49,94.89
13.59,108.55
11.54,96.43
19.49,133.2
6.88,76.26
6.23,74.96
12.79,99.74
9.46,82.63
13.66,102.47
2.84,56.01
6.17,73.23
17.44,123.37
4.32,59.52
19.12,138.02
13.99,105.79
10.94,93.06
9.36,85.55
15.19,115.06
5.36,66.85
12.71,101.67
1.86,45.56
16.57,122.86
17.47,132.51
6.2,68.26
16.98,130.07
3.66,57.33
16.87,120.62
8.52,83.74
11.49,94.64
6.64,71.04
13.66,110.64
6.76,69.56
14.1,106.21
6.74,78.14
10.58,89.94
4.79,58.57
15.89,118.72
5.07,71.38
15.1,113.35
9.52,81.24
18.5,132.9
11.77,92.65
19.38,141.4
13.53,112.23
12.4,107.33
12.7,103.47
5.27,69.55
12.23,106.67
18.04,130.12
8.45,84.58
12.13,101.91
17.33,124.53
18.93,128.86
11.91,98.43
1.64,53.35
9.9,88.94
14.66,114.99
4.2,61.76
13.59,105.19
3.75,53.92
3.89,65.07
1.05,42.08
4.53,67.52
10.27,90.97
11.25,97.59
1.65,54.02
15.38,109.31
18.78,132.01
6.16,75.86
9.89,84.94
3.06,58.87
11.21,96.95
17.64,124.62
14.07,111.1
19.89,136.28
11.29,96.81
8,74.06
1.04,48.97
19.12,130.24
16.18,122.4
18.52,126.29
4.78,61.7
8.23,77.08
19.45,137.38
17.01,119.74
18.41,134
18.28,127.67
11.65,99.64
17.36,127.97
16.63,114.85
3.15,50.62
15.16,113.03
15.03,119.83
12.63,101.66
10.73,97.85
1.58,51.22
4.39,69.42
16.39,120.86
18.02,131.65
14.51,105.31
2.12,54.04
8.48,86.89
19.22,135.09
3.79,66.31
19.48,135.47
5.23,67.52
5.72,64.34
17.19,121.18
2.49,60.25
6.36,76.91
9.01,87.94
8.48,81.52
6.13,70.01
15.12,112.64
16.6,119.35
2.98,55.91
13.4,106.09
16.72,126.31
7.79,79.68
12.57,95.59
7.38,75.32
10.32,91.15
14.43,113.26
4.1,62.33
11.15,88.56
18.44,137.17
16.62,123.74
16.24,118.65
19.75,139.76
16.75,115.9
15.31,118.25
6.75,72.03
13.97,108.77
12.35,95.87
15.87,125.05
19.27,134.54
18.18,130.41
4.47,63.46
17.62,126.68
4.46,59.38
11.99,94.72
17.62,133.55
9.18,91.93
17.58,120.06
18.97,138.07
17.14,119.39
7.95,80.47
13.57,109.63
11.18,96.99
11.22,89.5
10.35,88.06
18.55,126.4
9.73,85.84
16.38,123.04
5.08,69.06
12.68,108.23
1.25,51.66
19.32,139.65
11.31,93.58
18.57,137.24
12.29,102.03
11.28,99.11
8.84,84.84
15.05,110.16
18.63,125.37
18.77,135.62
7.07,69.77
18.41,136.4
12.64,100.69
16.81,121.85
6.11,66.76
8.06,85.24
19.39,134.29
9.53,86.25
1.62,44.17
19.67,140.71
4.89,63.52
12.26,95.45
14.74,112.11
6.65,70.51
18.15,127.74
11.07,92.16
13.88,112.1
2.22,57.53
16.21,118.45
13.68,109.66
13.48,112.99
11.75,104.59
18.09,123.09
1.86,49.21
7.67,73.33
15.65,117.66
17.73,126.85
13.29,100.81
4.93,59.37
6.7,78.34
16.8,120.76
10.78,95.13
11.6,92.45
4.71,59.28
6.51,77.84
13.98,109.29
2.45,47.13
10.73,97.44
12.29,105.9
18.54,130.22
11.05,97.25
14.69,107.63
11.48,103.68
6.68,80.77
17.15,118.5
18.38,129.53
8.88,91.57
11.17,95.95
11.05,95.42
16.96,117.56
4.34,66.99
4.83,67.6
6.78,73.59
14.89,113.87
4.16,57
14.4,105.9
4.3,63.92
19.3,138.89
19.54,137.5
2.84,51.23
14.66,110.12
10.73,93.07
13.92,110.13
14.13,113.87
15.02,118.31
5.42,64.05
8.21,77.78
10.47,87.14
4.67,60.3
18.95,126.13
2.08,54.17
9.87,94.25
9.96,86.53
7.35,81.41
15.07,107.34
11.31,99.4
19.16,135.59
13.66,111.1
19.67,139.56
11.16,88.75
18.29,127.18
6.9,70.14
13.4,111.29
16.21,117.04
13.86,107.21
2.48,56.69
1.71,47.88
15.01,119.95
4.55,64.61
8.08,81.72
5.94,69.58
2.72,61.19
15.86,121.3
3.93,65.6
1.16,43.67
2.36,56.2
7.61,84.76
14.56,113.62
11.89,93.46
6.51,79.82
15.52,110.96
5.93,73.23
4.89,63.98
10.48,93.01
13.58,112.04
7.08,78.77
15.77,110.9
3.83,61.4
10.45,92.2
19.17,139.7
15.59,112.38
15.44,112.81
18.75,126.3
15.92,119.24
11.42,92.64
2.93,53.57
11.36,94.97
16.6,125.28
19.73,134.1
4.54,68.43
16.54,115.04
3.31,63.7
7.9,81.38
2.5,57.57
10.1,94.55
5.85,73.92
12.46,108.38
10.73,100.24
3.43,60.82
11.88,105.88
16.45,116.11
7.12,82.25
4.53,61.83
6.65,70.68
3.57,63.95
14.07,113.01
3.9,61.75
9.08,79.65
18.41,134.95
4.68,57.55
4.47,62.76
9.31,92.35
4.45,59.33
14.16,103.47
19.37,129.37
16.66,116.37
9.18,89.05
19.85,141.08
18.68,126.72
9.11,82.38
14.99,120.85
7.57,73.82
15.13,112.72
12.07,95.54
4.12,55.81
15.46,112.54
3.71,57.85
2.76,53.79
10.51,96.73
3.27,57.7
2.27,50.53
19.89,133.46
6.54,72.05
3.01,52.12
2.94,61.35
3.84,59.11
4.77,58.45
19.12,139.19
5.65,74.29
13.3,104.26
13.59,107.24
1.03,50.47
19.45,134.13
1.25,54.87
17.81,133.24
2.22,50.37
12.81,107.97
5.5,72.51
3.21,57.63
12.59,108.6
2.95,58.91
12.6,95.68
5.97,71.04
15.43,116.52
17.91,121.75
8.17,87.73
16.09,112.64
2.68,51.22
7.78,79.55
4.7,58.54
19.76,143.18
5.75,68.17
8.67,84.22
8.84,83.66
9.58,82.43
8.69,78.91
8.79,88.1
3.98,54.66
19.85,133.98
9.81,91.37
10.32,90.22
5.42,65.85
15.65,115
3.82,64.34
2.31,54.37
16.9,125.33
15.99,120.46
17.26,123.81
15.5,123.25
2.57,60.12
13.8,115.04
7.52,76.27
12.06,97.15
7.44,71.75
15.92,115.96
5.2,69.99
9.26,92.31
8.18,75.55
13.02,110.24
5.95,75.65
19.12,134.94
7.48,76.73
12.37,106.65
10.7,87.15
12.94,99.43
10.75,87.76
19.72,140.17
5.4,67.88
5.83,69.55
18.29,127.71
7.94,73.79
13.13,98.34
14.13,104.33
13.9,114.48
5.68,75.35
9.71,86.33
18.77,131.3
6.93,77.36
2.03,57.9
6.67,78.39
10.61,94.23
13.76,114.8
8.97,88.54
16.75,127.29
3.66,59.38
16.71,125.65
15.86,111.72
15.73,121.72
16.28,113.16
14.42,113.32
6.87,73.64
14.82,112.59
1.31,43.31
11.61,94.96
3.3,55.04
15.38,110.36
10.11,87.85
5.36,71.62
16.87,117.35
17.12,118.94
1.58,50.79
5.74,73.35
8.9,80.18
3.77,55.37
18.07,123.78
14.92,110.78
7.53,72.15
1.14,52.82
6.28,74.55
2.74,61.57
2.76,58.19
17.62,123.13
5.05,71.36
11.68,101.94
18.5,133.33
19.15,132.78
16.13,112.58
11.27,97.27
19.51,136.86
14.6,106.59
13.83,109.8
14.96,120.52
14.37,110.3
4.61,66.03
17.69,120.3
3.4,63.15
12.23,96.38
2.82,54.73
18.99,130.8
15.19,113.9
4.67,59.46
15.6,112.8
8.3,75.14
6.06,77.81
10.37,94.26
18.2,129.77
8.88,90.84
8.43,88.98
11.79,103.14
3.29,52.88
2.04,48.02
2.51,58.64
11.74,91.74
6.99,79.2
10.5,89.5
11.73,95.79
19.92,143.33
17.34,123.38
16.61,127.23
4.72,63.19
7.39,72.1
12.15,96.24
19.51,132.38
2.61,56.84
18.97,129.4
12.35,97.63
3.32,55.31
11.87,97.78
6.59,77.42
17.78,122.97
6.12,76.24
10.5,87.97
10.54,87.64
15.33,110.82
5.01,71.88
6.73,80.02
4.72,69.36
2.63,59.08
16.03,114.4
18.13,130.82
13.8,108.32
8.08,75.39
10,87.53
9.14,89.4
8.28,78.05
12.44,102.98
5.38,69.37
15.04,119.61
14.52,115.98
18.68,127.99
14.99,112.55
15.41,112.27
2.74,48.67
4.45,69.28
17.69,131.03
12.96,104.83
8.91,80.64
3.87,58.82
12.03,97.33
13.82,110.13
15.57,116.84
14.8,116.25
18.79,135.19
4.28,61.75
9.62,89.55
16.56,123.52
13.48,109
18.97,136.37
8.08,76.36
3.01,63.12
16.76,126.12
15.46,112.66
13.66,110.08
12.2,93.66
19.86,136
11.29,95.8
14.43,117.3
19.35,131.41
10.86,98.38
8.49,75.79
8.32,74.95
16.28,124.59
6.91,68.84
9.45,86.1
14.57,105.03
11.34,93.96
16.47,117.32
10.32,94.41
15.15,108.26
6.7,72.67
7.41,79.7
9.78,86.89
